code,parent_code,name
959.1,959,Other and unspecified injury to trunk
959.3,959,"Elbow, forearm, and wrist injury"
959.7,959,"Knee, leg, ankle, and foot injury"
959.4,959,"Hand, except finger injury"
376.04,376.0,Orbital tenonitis
998.82,998.8,Cataract fragments in eye following cataract surgery
736.30,736.3,Unspecified acquired deformity of hip
550.93,550.9,"Inguinal hernia, without mention of obstruction or gangrene, bilateral, recurrent"
647.52,647.5,"Rubella in the mother, delivered, with mention of postpartum complication"
E005.3,E005,Activities involving trampoline
862.31,862.3,Injury to bronchus with open wound into cavity
760.76,760.7,Diethylstilbestrol [DES] affecting fetus or newborn via placenta or breast milk
E011.0,E011,Activities involving computer keyboarding
965.8,965,Poisoning by other specified analgesics and antipyretics
965.9,965,Poisoning by unspecified analgesic and antipyretic
965.0,965,Poisoning by opiates and related narcotics
965.4,965,"Poisoning by aromatic analgesics, not elsewhere classified"
965.6,965,Poisoning by antirheumatics [antiphlogistics]
965.7,965,Poisoning by other non-narcotic analgesics
965.5,965,Poisoning by pyrazole derivatives
965.1,965,Poisoning by salicylates
200.47,200.4,"Mantle cell lymphoma, spleen"
E820.8,E820,Nontraffic accident involving motor-driven snow vehicle injuring other specified person
444.22,444.2,Arterial embolism and thrombosis of lower extremity
715.30,715.3,"Osteoarthrosis, localized, not specified whether primary or secondary, site unspecified"
E959,E950-E959.9,Late effects of self-inflicted injury
852.33,852.3,"Subdural hemorrhage following injury with open intracranial wound, with moderate [1-24 hours] loss of consciousness"
718.31,718.3,"Recurrent dislocation of joint, shoulder region"
636.91,636.9,"Illegally induced abortion, without mention of complication, incomplete"
013.93,013.9,"Unspecified tuberculosis of central nervous system, tubercle bacilli found (in sputum) by microscopy"
206.21,206.2,"Subacute monocytic leukemia, in remission"
E879.4,E879,"Aspiration of fluid as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure"
552.20,552.2,"Ventral, unspecified, hernia with obstruction"
362.01,362.0,Background diabetic retinopathy
773.2,773,Hemolytic disease of fetus or newborn due to other and unspecified isoimmunization
773.1,773,Hemolytic disease of fetus or newborn due to ABO isoimmunization
773.4,773,Kernicterus of fetus or newborn due to isoimmunization
773.3,773,Hydrops fetalis due to isoimmunization
773.5,773,Late anemia of fetus or newborn due to isoimmunization
773.0,773,Hemolytic disease of fetus or newborn due to Rh isoimmunization
839.50,839.5,"Open dislocation, vertebra, unspecified site"
730.05,730.0,"Acute osteomyelitis, pelvic region and thigh"
438.82,438.8,"Other late effects of cerebrovascular disease, dysphagia"
532.10,532.1,"Acute duodenal ulcer with perforation, without mention of obstruction"
E800-E807.9,E800-E848.9,RAILWAY ACCIDENTS
806.25,806.2,Closed fracture of T7-T12 level with unspecified spinal cord injury
202.67,202.6,"Malignant mast cell tumors, spleen"
839.18,839.1,"Open dislocation, multiple cervical vertebrae"
941.20,941.2,"Blisters, epidermal loss [second degree] of face and head, unspecified site"
651.10,651.1,"Triplet pregnancy, unspecified as to episode of care or not applicable"
873.54,873.5,"Open wound of jaw, complicated"
V90.2,V90,Retained plastic fragments
V90.1,V90,Retained metal fragments
V90.0,V90,Retained radioactive fragment
V90.8,V90,Other specified retained foreign body
V90.3,V90,Retained organic fragments
V90.9,V90,"Retained foreign body, unspecified material"
782.2,782,"Localized superficial swelling, mass, or lump"
782.3,782,Edema
782.6,782,Pallor and flushing
782.7,782,Spontaneous ecchymoses
782.4,782,"Jaundice, unspecified, not of newborn"
782.5,782,Cyanosis
782.0,782,Disturbance of skin sensation
782.9,782,Other symptoms involving skin and integumentary tissues
782.1,782,Rash and other nonspecific skin eruption
782.8,782,Changes in skin texture
V13.69,V13.6,Personal history of other (corrected) congenital malformations
716.23,716.2,"Allergic arthritis, forearm"
361.02,361.0,"Recent retinal detachment, partial, with multiple defects"
327.37,327.3,Circadian rhythm sleep disorder in conditions classified elsewhere
V66.0,V66,Convalescence following surgery
V66.1,V66,Convalescence following radiotherapy
V66.3,V66,Convalescence following psychotherapy and other treatment for mental disorder
V66.4,V66,Convalescence following treatment of fracture
V66.9,V66,Unspecified convalescence
V66.5,V66,Convalescence following other treatment
V66.6,V66,Convalescence following combined treatment
V66.2,V66,Convalescence following chemotherapy
V66.7,V66,Encounter for palliative care
163.1,163,Malignant neoplasm of visceral pleura
163.8,163,Malignant neoplasm of other specified sites of pleura
163.0,163,Malignant neoplasm of parietal pleura
163.9,163,"Malignant neoplasm of pleura, unspecified"
250.90,250.9,"Diabetes with unspecified complication, type II or unspecified type, not stated as uncontrolled"
998.11,998.1,Hemorrhage complicating a procedure
812.49,812.4,Other closed fracture of lower end of humerus
653.33,653.3,"Outlet contraction of pelvis, antepartum condition or complication"
131.09,131.0,Other urogenital trichomoniasis
999.63,999.6,ABO incompatibility with delayed hemolytic transfusion reaction
015.14,015.1,"Tuberculosis of hip, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
813.02,813.0,Closed fracture of coronoid process of ulna
648.80,648.8,"Abnormal glucose tolerance of mother, unspecified as to episode of care or not applicable"
653.41,653.4,"Fetopelvic disproportion, delivered, with or without mention of antepartum condition"
622,617-629.99,Noninflammatory disorders of cervix
620,617-629.99,"Noninflammatory disorders of ovary, fallopian tube, and broad ligament"
629,617-629.99,Other disorders of female genital organs
625,617-629.99,Pain and other symptoms associated with female genital organs
626,617-629.99,Disorders of menstruation and other abnormal bleeding from female genital tract
623,617-629.99,Noninflammatory disorders of vagina
628,617-629.99,"Infertility, female"
627,617-629.99,Menopausal and postmenopausal disorders
621,617-629.99,"Disorders of uterus, not elsewhere classified"
624,617-629.99,Noninflammatory disorders of vulva and perineum
E000.9,E000,Unspecified external cause status
062.9,062,"Mosquito-borne viral encephalitis, unspecified"
062.5,062,California virus encephalitis
062.8,062,Other specified mosquito-borne viral encephalitis
062.2,062,Eastern equine encephalitis
062.3,062,St. Louis encephalitis
062.0,062,Japanese encephalitis
062.4,062,Australian encephalitis
062.1,062,Western equine encephalitis
389.10,389.1,"Sensorineural hearing loss, unspecified"
842.10,842.1,"Sprain of hand, unspecified site"
E820-E825.9,E800-E848.9,MOTOR VEHICLE NONTRAFFIC ACCIDENTS
152.8,152,Malignant neoplasm of other specified sites of small intestine
152.2,152,Malignant neoplasm of ileum
152.0,152,Malignant neoplasm of duodenum
152.1,152,Malignant neoplasm of jejunum
152.3,152,Malignant neoplasm of Meckel's diverticulum
152.9,152,"Malignant neoplasm of small intestine, unspecified site"
831.04,831.0,Closed dislocation of acromioclavicular (joint)
719.99,719.9,"Unspecified disorder of joint, multiple sites"
660.03,660.0,"Obstruction caused by malposition of fetus at onset of labor, antepartum condition or complication"
730.84,730.8,"Other infections involving bone in diseases classified elsewhere, hand"
278.02,278.0,Overweight
301.9,301,Unspecified personality disorder
301.0,301,Paranoid personality disorder
301.1,301,Affective personality disorder
301.4,301,Obsessive-compulsive personality disorder
301.2,301,Schizoid personality disorder
301.3,301,Explosive personality disorder
301.5,301,Histrionic personality disorder
301.8,301,Other personality disorders
301.7,301,Antisocial personality disorder
301.6,301,Dependent personality disorder
E029.9,E029,Other activity
016.50,016.5,"Tuberculosis of other male genital organs, unspecified"
679.01,679.0,"Maternal complications from in utero procedure, delivered, with or without mention of antepartum condition"
431,430-438.99,Intracerebral hemorrhage
436,430-438.99,"Acute, but ill-defined, cerebrovascular disease"
434,430-438.99,Occlusion of cerebral arteries
438,430-438.99,Late effects of cerebrovascular disease
437,430-438.99,Other and ill-defined cerebrovascular disease
433,430-438.99,Occlusion and stenosis of precerebral arteries
432,430-438.99,Other and unspecified intracranial hemorrhage
435,430-438.99,Transient cerebral ischemia
430,430-438.99,Subarachnoid hemorrhage
013.21,013.2,"Tuberculoma of brain, bacteriological or histological examination not done"
839.51,839.5,"Open dislocation, coccyx"
V10.11,V10.1,Personal history of malignant neoplasm of bronchus and lung
E949.0,E949,Smallpox vaccine causing adverse effects in therapeutic use
375.21,375.2,Epiphora due to excess lacrimation
440.30,440.3,Atherosclerosis of unspecified bypass graft of the extremities
V85.37,V85.3,"Body Mass Index 37.0-37.9, adult"
493.02,493.0,Extrinsic asthma with (acute) exacerbation
E926.9,E926,Exposure to unspecified radiation
678.13,678.1,"Fetal conjoined twins, antepartum condition or complication"
804.51,804.5,"Open fractures involving skull or face with other bones, without mention of intracranial injury, with no loss of consciousness"
E824.8,E824,Other motor vehicle nontraffic accident while boarding and alighting injuring other specified person
305.60,305.6,"Cocaine abuse, unspecified"
302.73,302.7,Female orgasmic disorder
182.8,182,Malignant neoplasm of other specified sites of body of uterus
182.1,182,Malignant neoplasm of isthmus
182.0,182,"Malignant neoplasm of corpus uteri, except isthmus"
564.6,564,Anal spasm
564.7,564,"Megacolon, other than Hirschsprung's"
564.2,564,Postgastric surgery syndromes
564.8,564,Other specified functional disorders of intestine
564.5,564,Functional diarrhea
564.4,564,Other postoperative functional disorders
564.1,564,Irritable bowel syndrome
564.9,564,Unspecified functional disorder of intestine
564.0,564,Constipation
564.3,564,Vomiting following gastrointestinal surgery
V12.72,V12.7,Personal history of colonic polyps
839.10,839.1,"Open dislocation, cervical vertebra, unspecified"
711.66,711.6,"Arthropathy associated with mycoses, lower leg"
999.75,999.7,"Non-ABO incompatibility reaction, unspecified"
478.70,478.7,Unspecified disease of larynx
202.58,202.5,"Letterer-siwe disease, lymph nodes of multiple sites"
801.60,801.6,"Open fracture of base of skull with cerebral laceration and contusion, unspecified state of consciousness"
E910.0,E910,Accidental drowning and submersion while water-skiing
070.31,070.3,"Viral hepatitis B without mention of hepatic coma, acute or unspecified, with hepatitis delta"
560.32,560.3,Fecal impaction
115.19,115.1,"Infection by Histoplasma duboisii, other"
V18.51,V18.5,Family history of colonic polyps
368.59,368.5,Other color vision deficiencies
E855.3,E855,Accidental poisoning by parasympathomimetics [cholinergics]
E986,E980-E989.9,"Injury by cutting and piercing instruments, undetermined whether accidentally or purposely inflicted"
755.58,755.5,"Cleft hand, congenital"
659.40,659.4,"Grand multiparity, unspecified as to episode of care or not applicable"
868.13,868.1,"Injury to other intra-abdominal organs with open wound into cavity, peritoneum"
V30.00,V30.0,"Single liveborn, born in hospital, delivered without mention of cesarean section"
016.62,016.6,"Tuberculous oophoritis and salpingitis, bacteriological or histological examination unknown (at present)"
676.04,676.0,"Retracted nipple associated with childbirth, postpartum condition or complication"
795.31,795.3,Nonspecific positive findings for anthrax
377.53,377.5,Disorders of optic chiasm associated with vascular disorders
730.75,730.7,"Osteopathy resulting from poliomyelitis, pelvic region and thigh"
278.01,278.0,Morbid obesity
438.89,438.8,Other late effects of cerebrovascular disease
300.22,300.2,Agoraphobia without mention of panic attacks
288.61,288.6,Lymphocytosis (symptomatic)
V58.66,V58.6,Long-term (current) use of aspirin
E992.9,E992,Injury due to war operations by unspecified marine weapon
765.03,765.0,"Extreme immaturity, 750-999 grams"
E832.6,E832,"Other accidental submersion or drowning in water transport accident injuring dockers, stevedores"
V35.00,V35.0,"Other multiple birth (three or more), mates all still born, born in hospital, delivered without mention of cesarean section"
323.52,323.5,Myelitis following immunization procedures
676.54,676.5,"Suppressed lactation, postpartum condition or complication"
873.61,873.6,"Open wound of buccal mucosa, without mention of complication"
098.39,098.3,Other chronic gonococcal infection of upper genitourinary tract
E801.0,E801,Railway accident involving collision with other object and injuring railway employee
941.30,941.3,"Full-thickness skin loss [third degree, not otherwise specified] of face and head, unspecified site"
658.43,658.4,"Infection of amniotic cavity, antepartum condition or complication"
V58.71,V58.7,"Aftercare following surgery of the sense organs, NEC"
876.0,876,"Open wound of back, without mention of complication"
876.1,876,"Open wound of back, complicated"
715.18,715.1,"Osteoarthrosis, localized, primary, other specified sites"
V16.42,V16.4,Family history of malignant neoplasm of prostate
813.31,813.3,Open fracture of shaft of radius (alone)
533.71,533.7,"Chronic peptic ulcer of unspecified site without mention of hemorrhage or perforation, with obstruction"
647.62,647.6,"Other viral diseases in the mother, delivered, with mention of postpartum complication"
E013,E001-E030.9,Activities involving personal hygiene and household maintenance
800.66,800.6,"Open fracture of vault of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration"
070.70,070.7,Unspecified viral hepatitis C without hepatic coma
372.15,372.1,Parasitic conjunctivitis
279.01,279.0,Selective IgA immunodeficiency
676.83,676.8,"Other disorders of lactation, antepartum condition or complication"
041.10,041.1,"Staphylococcus infection in conditions classified elsewhere and of unspecified site, staphylococcus, unspecified"
188.7,188,Malignant neoplasm of urachus
188.0,188,Malignant neoplasm of trigone of urinary bladder
188.1,188,Malignant neoplasm of dome of urinary bladder
188.8,188,Malignant neoplasm of other specified sites of bladder
188.6,188,Malignant neoplasm of ureteric orifice
188.2,188,Malignant neoplasm of lateral wall of urinary bladder
188.3,188,Malignant neoplasm of anterior wall of urinary bladder
188.5,188,Malignant neoplasm of bladder neck
188.4,188,Malignant neoplasm of posterior wall of urinary bladder
188.9,188,"Malignant neoplasm of bladder, part unspecified"
789.03,789.0,"Abdominal pain, right lower quadrant"
016.24,016.2,"Tuberculosis of ureter, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
E939.3,E939,"Other antipsychotics, neuroleptics, and major tranquilizers causing adverse effects in therapeutic use"
296.33,296.3,"Major depressive affective disorder, recurrent episode, severe, without mention of psychotic behavior"
524.04,524.0,"Major anomalies of jaw size, mandibular hypoplasia"
648.90,648.9,"Other current conditions classifiable elsewhere of mother, unspecified as to episode of care or not applicable"
641,640-649.99,"Antepartum hemorrhage, abruptio placentae, and placenta previa"
645,640-649.99,Late pregnancy
646,640-649.99,"Other complications of pregnancy, not elsewhere classified"
649,640-649.99,"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium"
643,640-649.99,Excessive vomiting in pregnancy
648,640-649.99,"Other current conditions in the mother classifiable elsewhere, but complicating pregnancy, childbirth, or the puerperium"
640,640-649.99,Hemorrhage in early pregnancy
642,640-649.99,"Hypertension complicating pregnancy, childbirth, and the puerperium"
647,640-649.99,"Infectious and parasitic conditions in the mother classifiable elsewhere, but complicating pregnancy, childbirth, or the puerperium"
644,640-649.99,Early or threatened labor
369.63,369.6,One eye: total vision impairment; other eye: normal vision
300.21,300.2,Agoraphobia with panic disorder
943.12,943.1,Erythema [first degree] of elbow
669.91,669.9,"Unspecified complication of labor and delivery, delivered, with or without mention of antepartum condition"
E967.8,E967,"Perpetrator of child and adult abuse, by non-related caregiver"
803.30,803.3,"Other closed skull fracture with other and unspecified intracranial hemorrhage, unspecified state of unconsciousness"
794.17,794.1,Nonspecific abnormal electromyogram [EMG]
344.02,344.0,"Quadriplegia, C1-C4, incomplete"
800.32,800.3,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness"
751.61,751.6,Biliary atresia
711.07,711.0,"Pyogenic arthritis, ankle and foot"
803.73,803.7,"Other open skull fracture with subarachnoid, subdural, and extradural hemorrhage, with moderate [1-24 hours] loss of consciousness"
726.63,726.6,Fibular collateral ligament bursitis
378.50,378.5,"Paralytic strabismus, unspecified"
803.32,803.3,"Other closed skull fracture with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness"
378.84,378.8,Convergence excess or spasm
343.9,343,"Infantile cerebral palsy, unspecified"
343.4,343,Infantile hemiplegia
343.2,343,Congenital quadriplegia
343.0,343,Congenital diplegia
343.1,343,Congenital hemiplegia
343.3,343,Congenital monoplegia
343.8,343,Other specified infantile cerebral palsy
E908.8,E908,Other cataclysmic storms
435.0,435,Basilar artery syndrome
435.9,435,Unspecified transient cerebral ischemia
435.1,435,Vertebral artery syndrome
435.3,435,Vertebrobasilar artery syndrome
435.2,435,Subclavian steal syndrome
435.8,435,Other specified transient cerebral ischemias
800.79,800.7,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified"
998.12,998.1,Hematoma complicating a procedure
607.84,607.8,Impotence of organic origin
999.78,999.7,Non-ABO incompatibility with delayed hemolytic transfusion reaction
851.72,851.7,"Cerebellar or brain stem laceration with open intracranial wound, with brief [less than one hour] loss of consciousness"
648.24,648.2,"Anemia of mother, postpartum condition or complication"
533.30,533.3,"Acute peptic ulcer of unspecified site without mention of hemorrhage and perforation, without mention of obstruction"
373.9,373,Unspecified inflammation of eyelid
373.8,373,Other inflammations of eyelids
373.5,373,Other infective dermatitis of eyelid
373.6,373,Parasitic infestation of eyelid
373.2,373,Chalazion
373.1,373,Hordeolum and other deep inflammation of eyelid
373.4,373,Infective dermatitis of eyelid of types resulting in deformity
373.0,373,Blepharitis
373.3,373,Noninfectious dermatoses of eyelid
743.54,743.5,Congenital folds and cysts of posterior segment
852.25,852.2,"Subdural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
671.82,671.8,"Other venous complications of pregnancy and the puerperium, delivered, with mention of postpartum complication"
803.60,803.6,"Other open skull fracture with cerebral laceration and contusion, unspecified state of consciousness"
016.53,016.5,"Tuberculosis of other male genital organs, tubercle bacilli found (in sputum) by microscopy"
863.85,863.8,"Injury to appendix, without mention of open wound into cavity"
524.09,524.0,"Major anomalies of jaw size, other specified anomaly"
665.64,665.6,"Damage to pelvic joints and ligaments, postpartum condition or complication"
948.81,948.8,"Burn [any degree] involving 80-89 percent of body surface with third degree burn, 10-19%"
741.02,741.0,"Spina bifida with hydrocephalus, dorsal (thoracic) region"
719.95,719.9,"Unspecified disorder of joint, pelvic region and thigh"
362.60,362.6,"Peripheral retinal degeneration, unspecified"
372.13,372.1,Vernal conjunctivitis
E810,E810-E819.9,Motor vehicle traffic accident involving collision with train
779.34,779.3,Failure to thrive in newborn
366.30,366.3,"Cataracta complicata, unspecified"
342.11,342.1,Spastic hemiplegia and hemiparesis affecting dominant side
959.11,959.1,Other injury of chest wall
E940,E930-E949.9,Central nervous system stimulants causing adverse effects in therapeutic use
854.19,854.1,"Intracranial injury of other and unspecified nature with open intracranial wound, with concussion, unspecified"
941.35,941.3,"Full-thickness skin loss [third degree, not otherwise specified] of nose (septum)"
070.33,070.3,Chronic viral hepatitis B without mention of hepatic coma with hepatitis delta
E944.1,E944,Purine derivative diuretics causing adverse effects in therapeutic use
521.14,521.1,"Excessive attrition, localized"
299.81,299.8,"Other specified pervasive developmental disorders, residual state"
E927.4,E927,Cumulative trauma from repetitive impact
206.00,206.0,"Acute monocytic leukemia, without mention of having achieved remission"
E825.3,E825,Other motor vehicle nontraffic accident of other and unspecified nature injuring passenger on motorcycle
E814.9,E814,Motor vehicle traffic accident involving collision with pedestrian injuring unspecified person
374.89,374.8,Other disorders of eyelid
652.40,652.4,"Face or brow presentation, unspecified as to episode of care or not applicable"
290.42,290.4,"Vascular dementia, with delusions"
V12.55,V12.5,Personal history of pulmonary embolism
821.00,821.0,Closed fracture of unspecified part of femur
364.21,364.2,Fuchs' heterochromic cyclitis
800.61,800.6,"Open fracture of vault of skull with cerebral laceration and contusion, with no loss of consciousness"
733.21,733.2,Solitary bone cyst
642.91,642.9,"Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition"
661.20,661.2,"Other and unspecified uterine inertia, unspecified as to episode of care or not applicable"
V10.20,V10.2,"Personal history of malignant neoplasm of respiratory organ, unspecified"
999.84,999.8,"Acute hemolytic transfusion reaction, incompatibility unspecified"
202.18,202.1,"Mycosis fungoides, lymph nodes of multiple sites"
266.1,266,Vitamin B6 deficiency
266.0,266,Ariboflavinosis
266.2,266,Other B-complex deficiencies
266.9,266,Unspecified vitamin B deficiency
839.31,839.3,"Open dislocation, thoracic vertebra"
410-414.99,390-459.99,ISCHEMIC HEART DISEASE
V65.41,V65.4,Exercise counseling
079.53,079.5,"Human immunodeficiency virus, type 2 [HIV-2]"
716.21,716.2,"Allergic arthritis, shoulder region"
583.89,583.8,"Nephritis and nephropathy, not specified as acute or chronic, with other specified pathological lesion in kidney"
803.46,803.4,"Other closed skull fracture with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration"
E951.1,E951,Suicide and self-inflicted poisoning by liquefied petroleum gas distributed in mobile containers
714.30,714.3,"Polyarticular juvenile rheumatoid arthritis, chronic or unspecified"
E901.1,E901,Accident due to excessive cold of man-made origin
927.00,927.0,Crushing injury of shoulder region
195.8,195,Malignant neoplasm of other specified sites
195.0,195,"Malignant neoplasm of head, face, and neck"
195.3,195,Malignant neoplasm of pelvis
195.5,195,Malignant neoplasm of lower limb
195.1,195,Malignant neoplasm of thorax
195.4,195,Malignant neoplasm of upper limb
195.2,195,Malignant neoplasm of abdomen
651.70,651.7,"Multiple gestation following (elective) fetal reduction, unspecified as to episode of care or not applicable"
E988.0,E988,"Injury by jumping or lying before moving object, undetermined whether accidentally or purposely inflicted"
V45.77,V45.7,"Acquired absence of organ, genital organs"
788.42,788.4,Polyuria
894.1,894,"Multiple and unspecified open wound of lower limb, complicated"
894.2,894,"Multiple and unspecified open wound of lower limb, with tendon involvement"
894.0,894,"Multiple and unspecified open wound of lower limb, without mention of complication"
660.31,660.3,"Deep transverse arrest and persistent occipitoposterior position, delivered, with or without mention of antepartum condition"
575.12,575.1,Acute and chronic cholecystitis
295.60,295.6,"Schizophrenic disorders, residual type, unspecified"
996.46,996.4,Articular bearing surface wear of prosthetic joint
646.00,646.0,"Papyraceous fetus, unspecified as to episode of care or not applicable"
E814.6,E814,Motor vehicle traffic accident involving collision with pedestrian injuring pedal cyclist
E888.9,E888,Unspecified fall
371.60,371.6,"Keratoconus, unspecified"
302.50,302.5,Trans-sexualism with unspecified sexual history
304.50,304.5,"Hallucinogen dependence, unspecified"
863.99,863.9,"Injury to other gastrointestinal sites, with open wound into cavity"
013.16,013.1,"Tuberculoma of meninges, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
045.93,045.9,"Acute poliomyelitis, unspecified, poliovirus type III"
E912,E910-E915.9,Inhalation and ingestion of other object causing obstruction of respiratory tract or suffocation
634.61,634.6,"Spontaneous abortion, complicated by embolism, incomplete"
652.83,652.8,"Other specified malposition or malpresentation, antepartum condition or complication"
327.19,327.1,Other organic hypersomnia
295.20,295.2,"Catatonic type schizophrenia, unspecified"
E898.0,E898,Accident caused by burning bedclothes
005.81,005.8,Food poisoning due to Vibrio vulnificus
900.8,900,Injury to other specified blood vessels of head and neck
900.0,900,Injury to carotid artery
900.1,900,Injury to internal jugular vein
900.9,900,Injury to unspecified blood vessel of head and neck
E863.9,E863,Accidental poisoning by other and unspecified agricultural and horticultural chemical and pharmaceutical preparations other than plant foods and fertilizers
783.41,783.4,Failure to thrive
410.01,410.0,"Acute myocardial infarction of anterolateral wall, initial episode of care"
665.61,665.6,"Damage to pelvic joints and ligaments, delivered, with or without mention of antepartum condition"
017.83,017.8,"Tuberculosis of esophagus, tubercle bacilli found (in sputum) by microscopy"
533.60,533.6,"Chronic or unspecified peptic ulcer of unspecified site with hemorrhage and perforation, without mention of obstruction"
729.79,729.7,Nontraumatic compartment syndrome of other sites
285.29,285.2,Anemia of other chronic disease
292.81,292.8,Drug-induced delirium
996.55,996.5,Mechanical complication due to artificial skin graft and decellularized allodermis
250.21,250.2,"Diabetes with hyperosmolarity, type I [juvenile type], not stated as uncontrolled"
488.19,488.1,Influenza due to identified 2009 H1N1 influenza virus with other manifestations
726.73,726.7,Calcaneal spur
258.03,258.0,Multiple endocrine neoplasia [MEN] type IIB
752.61,752.6,Hypospadias
873.62,873.6,"Open wound of gum (alveolar process), without mention of complication"
206.22,206.2,"Subacute monocytic leukemia, in relapse"
902.20,902.2,"Injury to celiac and mesenteric arteries, unspecified"
E830,E830-E838.9,Accident to watercraft causing submersion
304.20,304.2,"Cocaine dependence, unspecified"
012.04,012.0,"Tuberculous pleurisy, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
E963,E960-E969.9,Assault by hanging and strangulation
E821.4,E821,Nontraffic accident involving other off-road motor vehicle injuring occupant of streetcar
327.00,327.0,"Organic insomnia, unspecified"
302.74,302.7,Male orgasmic disorder
E890-E899.9,E000-E999.9,ACCIDENTS CAUSED BY FIRE AND FLAMES
737.10,737.1,Kyphosis (acquired) (postural)
765.20,765.2,Unspecified weeks of gestation
744.49,744.4,Other branchial cleft cyst or fistula; preauricular sinus
206.80,206.8,"Other monocytic leukemia, without mention of having achieved remission"
446.0,446,Polyarteritis nodosa
446.2,446,Hypersensitivity angiitis
446.3,446,Lethal midline granuloma
446.1,446,Acute febrile mucocutaneous lymph node syndrome [MCLS]
446.5,446,Giant cell arteritis
446.7,446,Takayasu's disease
446.4,446,Wegener's granulomatosis
446.6,446,Thrombotic microangiopathy
249.40,249.4,"Secondary diabetes mellitus with renal manifestations, not stated as uncontrolled, or unspecified"
192.9,192,"Malignant neoplasm of nervous system, part unspecified"
192.0,192,Malignant neoplasm of cranial nerves
192.1,192,Malignant neoplasm of cerebral meninges
192.2,192,Malignant neoplasm of spinal cord
192.8,192,Malignant neoplasm of other specified sites of nervous system
192.3,192,Malignant neoplasm of spinal meninges
E009.9,E009,Other activity involving cardiorespiratory exercise
995.64,995.6,Anaphylactic reaction due to tree nuts and seeds
719.53,719.5,"Stiffness of joint, not elsewhere classified, forearm"
760.70,760.7,Unspecified noxious substance affecting fetus or newborn via placenta or breast milk
V65.42,V65.4,Counseling on substance use and abuse
551.0,551,Femoral hernia with gangrene
551.1,551,Umbilical hernia with gangrene
551.8,551,"Hernia of other specified sites, with gangrene"
551.9,551,"Hernia of unspecified site, with gangrene"
551.3,551,Diaphragmatic hernia with gangrene
551.2,551,Ventral hernia with gangrene
663.01,663.0,"Prolapse of cord complicating labor and delivery, delivered, with or without mention of antepartum condition"
041.05,041.0,"Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group G"
851.85,851.8,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
640.0,640,Threatened abortion
640.8,640,Other specified hemorrhage in early pregnancy
640.9,640,Unspecified hemorrhage in early pregnancy
055.79,055.7,Measles with other specified complications
134.1,134,Other arthropod infestation
134.8,134,Other specified infestations
134.9,134,"Infestation, unspecified"
134.2,134,Hirudiniasis
134.0,134,Myiasis
852.02,852.0,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
342.0,342,Flaccid hemiplegia
342.1,342,Spastic hemiplegia
342.9,342,"Hemiplegia, unspecified"
342.8,342,Other specified hemiplegia
204.20,204.2,"Subacute lymphoid leukemia, without mention of having achieved remission"
312.03,312.0,"Undersocialized conduct disorder, aggressive type, severe"
770.17,770.1,Other fetal and newborn aspiration without respiratory symptoms
660.63,660.6,"Unspecified failed trial of labor, antepartum condition or complication"
648.50,648.5,"Congenital cardiovascular disorders of mother, unspecified as to episode of care or not applicable"
634.72,634.7,"Spontaneous abortion, with other specified complications, complete"
376.13,376.1,Parasitic infestation of orbit
335.23,335.2,Pseudobulbar palsy
695.51,695.5,Exfoliation due to erythematous condition involving 10-19 percent of body surface
190.2,190,Malignant neoplasm of lacrimal gland
190.4,190,Malignant neoplasm of cornea
190.1,190,Malignant neoplasm of orbit
190.5,190,Malignant neoplasm of retina
190.3,190,Malignant neoplasm of conjunctiva
190.9,190,"Malignant neoplasm of eye, part unspecified"
190.0,190,"Malignant neoplasm of eyeball, except conjunctiva, cornea, retina, and choroid"
190.6,190,Malignant neoplasm of choroid
190.8,190,Malignant neoplasm of other specified sites of eye
190.7,190,Malignant neoplasm of lacrimal duct
804.50,804.5,"Open fractures involving skull or face with other bones, without mention of intracranial injury, unspecified state of consciousness"
634.21,634.2,"Spontaneous abortion, complicated by damage to pelvic organs or tissues, incomplete"
789.02,789.0,"Abdominal pain, left upper quadrant"
053.11,053.1,Geniculate herpes zoster
749.11,749.1,"Cleft lip, unilateral, complete"
